,Food code,Main food description,WWEIA Category description,Ingredient description
8720,27450650,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",Seafood mixed dishes,Soup  cream of mushroom  canned  condensed
8721,27450650,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",Seafood mixed dishes,Milk  NFS
8722,27450650,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",Seafood mixed dishes,Carrots  frozen  cooked  boiled  drained  without salt
8723,27450650,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",Seafood mixed dishes,Broccoli  frozen  chopped  cooked  boiled  drained  without salt
8724,27450650,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",Seafood mixed dishes,Vegetable oil  NFS
8725,27450660,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",Seafood mixed dishes,Crustaceans  shrimp  mixed species  cooked  moist heat (may contain additives to retain moisture)
8726,27450660,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",Seafood mixed dishes,Mollusks  clam  mixed species  canned  drained solids
8727,27450660,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",Seafood mixed dishes,Soup  cream of mushroom  canned  condensed
8728,27450660,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",Seafood mixed dishes,Milk  NFS
8729,27450660,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",Seafood mixed dishes,Corn  sweet  yellow  frozen  kernels cut off cob  boiled  drained  without salt
8730,27450660,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",Seafood mixed dishes,Beans  snap  green  frozen  cooked  boiled  drained without salt
8731,27450660,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",Seafood mixed dishes,Vegetable oil  NFS
8732,27450700,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",Seafood mixed dishes,Fish  cod  Atlantic  cooked  dry heat
8733,27450700,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",Seafood mixed dishes,Tomato products  canned  sauce
8734,27450700,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",Seafood mixed dishes,Carrots  frozen  cooked  boiled  drained  without salt
8735,27450700,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",Seafood mixed dishes,Broccoli  frozen  chopped  cooked  boiled  drained  without salt
8736,27450700,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",Seafood mixed dishes,Vegetable oil  NFS
8737,27450700,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",Seafood mixed dishes,Salt  table  iodized
8738,27450710,"Fish and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, tomato-based sauce",Seafood mixed dishes,Fish  cod  Atlantic  cooked  dry heat
8739,27450710,"Fish and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, tomato-based sauce",Seafood mixed dishes,Tomato products  canned  sauce
8740,27450710,"Fish and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, tomato-based sauce",Seafood mixed dishes,Corn  sweet  yellow  frozen  kernels cut off cob  boiled  drained  without salt
8741,27450710,"Fish and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, tomato-based sauce",Seafood mixed dishes,Beans  snap  green  frozen  cooked  boiled  drained without salt
8742,27450710,"Fish and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, tomato-based sauce",Seafood mixed dishes,Vegetable oil  NFS
8743,27450710,"Fish and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, tomato-based sauce",Seafood mixed dishes,Salt  table  iodized
8744,27450740,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Fish  cod  Pacific  cooked  dry heat (may contain additives to retain moisture)
8745,27450740,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Vegetable oil  NFS
8746,27450740,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Garlic  raw
8747,27450740,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Ginger root  raw
8748,27450740,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Onions  cooked  boiled  drained  without salt
8749,27450740,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Onions  spring or scallions (includes tops and bulb)  raw
8750,27450740,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Soy sauce made from soy and wheat (shoyu)
8751,27450740,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Soup  stock  fish  home-prepared
8752,27450740,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Carrots  cooked  boiled  drained  without salt
8753,27450740,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Broccoli  cooked  as ingredient
8754,27450750,"Fish and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Fish  cod  Pacific  cooked  dry heat (may contain additives to retain moisture)
8755,27450750,"Fish and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Vegetable oil  NFS
8756,27450750,"Fish and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Garlic  raw
8757,27450750,"Fish and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Ginger root  raw
8758,27450750,"Fish and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Onions  cooked  boiled  drained  without salt
8759,27450750,"Fish and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Onions  spring or scallions (includes tops and bulb)  raw
8760,27450750,"Fish and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Soy sauce made from soy and wheat (shoyu)
8761,27450750,"Fish and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Soup  stock  fish  home-prepared
8762,27450750,"Fish and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Peppers  sweet  green  cooked  boiled  drained  without salt
8763,27450750,"Fish and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Green beans  cooked  as ingredient
8764,27450750,"Fish and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Mushrooms  white  cooked  boiled  drained  without salt
8765,27450760,"Fish shish kabob with vegetables, excluding potatoes",Seafood mixed dishes,Vegetable oil  NFS
8766,27450760,"Fish shish kabob with vegetables, excluding potatoes",Seafood mixed dishes,Lime juice  raw
8767,27450760,"Fish shish kabob with vegetables, excluding potatoes",Seafood mixed dishes,Soy sauce made from soy and wheat (shoyu)
8768,27450760,"Fish shish kabob with vegetables, excluding potatoes",Seafood mixed dishes,Salt  table  iodized
8769,27450760,"Fish shish kabob with vegetables, excluding potatoes",Seafood mixed dishes,Parsley  fresh
8770,27450760,"Fish shish kabob with vegetables, excluding potatoes",Seafood mixed dishes,Coriander (cilantro) leaves  raw
8771,27450760,"Fish shish kabob with vegetables, excluding potatoes",Seafood mixed dishes,Garlic  raw
8772,27450760,"Fish shish kabob with vegetables, excluding potatoes",Seafood mixed dishes,Onions  cooked  boiled  drained  without salt
8773,27450760,"Fish shish kabob with vegetables, excluding potatoes",Seafood mixed dishes,Pepper  raw  NFS
8774,27450760,"Fish shish kabob with vegetables, excluding potatoes",Seafood mixed dishes,Mushrooms  white  cooked  boiled  drained  without salt
8775,27450760,"Fish shish kabob with vegetables, excluding potatoes",Seafood mixed dishes,Fish  cod  Pacific  cooked  dry heat (may contain additives to retain moisture)
8814,27460490,"Julienne salad, meat, cheese, eggs, vegetables, no dressing",Meat mixed dishes,Mixed salad greens  raw
8815,27460490,"Julienne salad, meat, cheese, eggs, vegetables, no dressing",Meat mixed dishes,Turkey  all classes  light meat  cooked  roasted
8816,27460490,"Julienne salad, meat, cheese, eggs, vegetables, no dressing",Meat mixed dishes,Pork  cured  ham  extra lean and regular  canned  unheated
8817,27460490,"Julienne salad, meat, cheese, eggs, vegetables, no dressing",Meat mixed dishes,Egg  whole  cooked  hard-boiled
8818,27460490,"Julienne salad, meat, cheese, eggs, vegetables, no dressing",Meat mixed dishes,Cheese  cheddar (Includes foods for USDA's Food Distribution Program)
8819,27460490,"Julienne salad, meat, cheese, eggs, vegetables, no dressing",Meat mixed dishes,Tomatoes  red  ripe  raw  year round average
8820,27460490,"Julienne salad, meat, cheese, eggs, vegetables, no dressing",Meat mixed dishes,Carrots  raw
8821,27460490,"Julienne salad, meat, cheese, eggs, vegetables, no dressing",Meat mixed dishes,Onions  raw
8822,27460490,"Julienne salad, meat, cheese, eggs, vegetables, no dressing",Meat mixed dishes,Cucumber  with peel  raw
8823,27460490,"Julienne salad, meat, cheese, eggs, vegetables, no dressing",Meat mixed dishes,Celery  raw
8824,27460510,"Antipasto with ham, fish, cheese, vegetables",Meat mixed dishes,Salami  dry or hard  pork  beef
8825,27460510,"Antipasto with ham, fish, cheese, vegetables",Meat mixed dishes,Ham  sliced  pre-packaged  deli meat (96%fat free  water added)
8826,27460510,"Antipasto with ham, fish, cheese, vegetables",Meat mixed dishes,Cheese  mozzarella  low moisture  part-skim
8827,27460510,"Antipasto with ham, fish, cheese, vegetables",Meat mixed dishes,Cheese  cheddar (Includes foods for USDA's Food Distribution Program)
8828,27460510,"Antipasto with ham, fish, cheese, vegetables",Meat mixed dishes,Carrots  cooked  boiled  drained  without salt
8829,27460510,"Antipasto with ham, fish, cheese, vegetables",Meat mixed dishes,Cucumber  with peel  raw
8830,27460510,"Antipasto with ham, fish, cheese, vegetables",Meat mixed dishes,Fish  anchovy  european  canned in oil  drained solids
8831,27460510,"Antipasto with ham, fish, cheese, vegetables",Meat mixed dishes,Olives  pickled  canned or bottled  green
9685,27610710,"Beef with vegetables, baby food, strained",Baby food: meat and dinners,Babyfood  dinner  beef with vegetables
9686,27610730,"Beef with vegetables, baby food, toddler",Baby food: meat and dinners,Babyfood  meat  beef with vegetables  toddler
9692,27640810,"Chicken, noodles, and vegetables, baby food, toddler",Baby food: meat and dinners,Babyfood  dinner  chicken and noodle with vegetables  toddler
9694,27642100,"Turkey, rice and vegetables, baby food, NS as to strained or junior",Baby food: meat and dinners,Babyfood  dinner  turkey and rice  strained
9695,27642100,"Turkey, rice and vegetables, baby food, NS as to strained or junior",Baby food: meat and dinners,Babyfood  dinner  turkey and rice  junior
9696,27642110,"Turkey, rice and vegetables, baby food, strained",Baby food: meat and dinners,Babyfood  dinner  turkey and rice  strained
9697,27642120,"Turkey, rice and vegetables, baby food, junior",Baby food: meat and dinners,Babyfood  dinner  turkey and rice  junior
9698,27642130,"Turkey, rice, and vegetables, baby food, toddler",Baby food: meat and dinners,Babyfood  dinner  turkey  rice  and vegetables  toddler
9702,28110150,"Beef with vegetable, diet frozen meal",Meat mixed dishes,Beef  ground  75% lean meat / 25% fat  crumbles  cooked  pan-browned
9703,28110150,"Beef with vegetable, diet frozen meal",Meat mixed dishes,Beverages  water  tap  municipal
9704,28110150,"Beef with vegetable, diet frozen meal",Meat mixed dishes,Carrots  cooked  boiled  drained  without salt
9705,28110150,"Beef with vegetable, diet frozen meal",Meat mixed dishes,Peppers  sweet  green  cooked  boiled  drained  without salt
9706,28110150,"Beef with vegetable, diet frozen meal",Meat mixed dishes,Tomato products  canned  paste  without salt added (Includes foods for USDA's Food Distribution Program)
9707,28110150,"Beef with vegetable, diet frozen meal",Meat mixed dishes,Whey  sweet  dried
