"Food code","Main food description","WWEIA Category description","Recipe"
"27430590","Veal with vegetables excluding carrots, broccoli, and dark-green leafy; and potatoes, cream or white sauce","Meat mixed dishes","Veal  leg (top round)  separable lean and fat  cooked  braised, White sauce or gravy, Corn  sweet  yellow  frozen  kernels cut off cob  boiled  drained  without salt, Green beans  cooked  as ingredient, Salt  table  iodized, Beverages  water  tap  drinking, Vegetable oil  NFS"
"27430610","Lamb shish kabob with vegetables, excluding potatoes","Meat mixed dishes","Vegetable oil  NFS, Lime juice  raw, Soy sauce made from soy and wheat (shoyu), Salt  table  iodized, Parsley  fresh, Coriander (cilantro) leaves  raw, Garlic  raw, Onions  cooked  boiled  drained  without salt, Pepper  raw  NFS, Mushrooms  white  cooked  boiled  drained  without salt, Lamb  shoulder  whole (arm and blade)  separable lean only  trimmed to 1/4"" fat  choice  cooked  roasted"
"27440110","Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce","Poultry mixed dishes","Chicken  NS as to part  rotisserie  skin not eaten, Carrots  frozen  cooked  boiled  drained  without salt, Vegetable oil  NFS, Broccoli  frozen  chopped  cooked  boiled  drained  without salt, Salt  table  iodized, Beverages  water  tap  drinking"
"27440120","Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce","Poultry mixed dishes","Chicken  NS as to part  rotisserie  skin not eaten, Vegetable oil  NFS, Salt  table  iodized, Corn  sweet  yellow  frozen  kernels cut off cob  boiled  drained  without salt, Beans  snap  green  frozen  cooked  boiled  drained without salt, Beverages  water  tap  drinking"
"27440130","Chicken or turkey shish kabob with vegetables, excluding potatoes","Poultry mixed dishes","Vegetable oil  NFS, Lime juice  raw, Soy sauce made from soy and wheat (shoyu), Salt  table  iodized, Parsley  fresh, Coriander (cilantro) leaves  raw, Garlic  raw, Onions  cooked  boiled  drained  without salt, Pepper  raw  NFS, Mushrooms  white  cooked  boiled  drained  without salt, Chicken  NS as to part  rotisserie  skin not eaten"
"27442110","Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy","Poultry mixed dishes","Chicken  NS as to part  rotisserie  skin not eaten, Gravy  chicken  canned or bottled  ready-to-serve, Carrots  frozen  cooked  boiled  drained  without salt, Broccoli  frozen  chopped  cooked  boiled  drained  without salt, Vegetable oil  NFS, Salt  table  iodized"
"27442120","Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy","Poultry mixed dishes","Chicken  NS as to part  rotisserie  skin not eaten, Gravy  chicken  canned or bottled  ready-to-serve, Corn  sweet  yellow  frozen  kernels cut off cob  boiled  drained  without salt, Beans  snap  green  frozen  cooked  boiled  drained without salt, Vegetable oil  NFS, Salt  table  iodized"
"27443110","Chicken or turkey a la king with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cream, white, or soup-based sauce","Poultry mixed dishes","Chicken  NS as to part  rotisserie  skin not eaten, Egg  yolk  raw  fresh, Wheat flour  white  all-purpose  enriched  bleached, Carrots  cooked  boiled  drained  without salt, Pimento  canned, Soup  chicken broth  ready-to-serve, Milk  NFS, Cream  fluid  light (coffee cream or table cream), Margarine  stick, Salt  table  iodized"
"27443120","Chicken or turkey a la king with vegetables excluding carrorts, broccoli, and dark-green leafy; no potatoes, cream, white, or soup-based sauce","Poultry mixed dishes","Chicken  NS as to part  rotisserie  skin not eaten, Egg  yolk  raw  fresh, Wheat flour  white  all-purpose  enriched  bleached, Mushrooms  canned  drained solids, Pimento  canned, Soup  chicken broth  ready-to-serve, Milk  nonfat  fluid  without added vitamin A and vitamin D (fat free or skim), Cream  fluid  light (coffee cream or table cream), Margarine  stick, Salt  table  iodized"
"27445110","Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce","Stir-fry and soy-based sauce mixtures","Restaurant  Chinese  chicken and vegetables"
"27445120","Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce","Stir-fry and soy-based sauce mixtures","Chicken  NS as to part  rotisserie  skin not eaten, Vegetable oil  NFS, Garlic  raw, Ginger root  raw, Onions  cooked  boiled  drained  without salt, Onions  spring or scallions (includes tops and bulb)  raw, Soy sauce made from soy and wheat (shoyu), Soup  chicken broth  ready-to-serve, Peppers  sweet  green  cooked  boiled  drained  without salt, Green beans  cooked  as ingredient, Mushrooms  white  cooked  boiled  drained  without salt"
"27445125","Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce","Poultry mixed dishes","Chicken  NS as to part  rotisserie  skin not eaten, Tomato products  canned  sauce, Carrots  frozen  cooked  boiled  drained  without salt, Broccoli  frozen  chopped  cooked  boiled  drained  without salt, Vegetable oil  NFS, Salt  table  iodized"
"27445130","Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce","Poultry mixed dishes","Chicken  NS as to part  rotisserie  skin not eaten, Tomato products  canned  sauce, Corn  sweet  yellow  frozen  kernels cut off cob  boiled  drained  without salt, Beans  snap  green  frozen  cooked  boiled  drained without salt, Vegetable oil  NFS, Salt  table  iodized"
"27446300","Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing","Poultry mixed dishes","Mixed salad greens  raw, Celery  raw, Carrots  raw, Chicken breast  rotisserie  skin not eaten, Cucumber  with peel  raw, Tomatoes  red  ripe  raw  year round average, Onions  raw"
"27446310","Chicken or turkey garden salad, chicken and/or turkey, other vegetables excluding tomato and carrots, no dressing","Poultry mixed dishes","Mixed salad greens  raw, Celery  raw, Chicken breast  rotisserie  skin not eaten, Peppers  sweet  green  raw, Cucumber  with peel  raw, Mushrooms  white  raw, Onions  raw"
"27446315","Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing","Poultry mixed dishes","Mixed salad greens  raw, Chicken  broiler  rotisserie  BBQ  breast  meat only, Tomatoes  red  ripe  raw  year round average, Cheese  cheddar (Includes foods for USDA's Food Distribution Program), Pork  cured  bacon  pre-sliced  cooked  pan-fried, Carrots  raw, Cucumber  with peel  raw, Celery  raw, Onions  raw"
"27446320","Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing","Poultry mixed dishes","Mixed salad greens  raw, Fast foods  chicken  breaded and fried  boneless pieces  plain, Tomatoes  red  ripe  raw  year round average, Cheese  cheddar (Includes foods for USDA's Food Distribution Program), Pork  cured  bacon  pre-sliced  cooked  pan-fried, Cucumber  with peel  raw, Celery  raw, Carrots  raw, Onions  raw"
"27446330","Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing","Poultry mixed dishes","Mixed salad greens  raw, Chicken  broiler  rotisserie  BBQ  breast  meat only, Cheese  cheddar (Includes foods for USDA's Food Distribution Program), Tomatoes  red  ripe  raw  year round average, Carrots  raw, Cucumber  with peel  raw, Celery  raw, Onions  raw"
"55208000","Waffle, gluten free","Pancakes, waffles, French toast","Waffles  gluten-free  frozen  ready-to-heat"
"27446332","Chicken or turkey, breaded, fried, garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing","Poultry mixed dishes","Mixed salad greens  raw, Fast foods  chicken  breaded and fried  boneless pieces  plain, Cheese  cheddar (Includes foods for USDA's Food Distribution Program), Tomatoes  red  ripe  raw  year round average, Carrots  raw"
"27446400","Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce","Poultry mixed dishes","Chicken  NS as to part  rotisserie  skin not eaten, Cheese sauce  prepared from recipe, Carrots  frozen  cooked  boiled  drained  without salt, Broccoli  frozen  chopped  cooked  boiled  drained  without salt, Salt  table  iodized, Beverages  water  tap  drinking"
"27446410","Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce","Poultry mixed dishes","Chicken  NS as to part  rotisserie  skin not eaten, Cheese sauce  prepared from recipe, Corn  sweet  yellow  frozen  kernels cut off cob  boiled  drained  without salt, Beans  snap  green  frozen  cooked  boiled  drained without salt, Beverages  water  tap  drinking, Salt  table  iodized"
"27450110","Shrimp garden salad, shrimp, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing","Seafood mixed dishes","Mixed salad greens  raw, Crustaceans  shrimp  mixed species  canned, Celery  raw, Carrots  raw, Tomatoes  red  ripe  raw  year round average, Egg  whole  cooked  hard-boiled, Cucumber  with peel  raw, Onions  raw"
"27450120","Shrimp garden salad, shrimp, lettuce, eggs, vegetables excluding tomato and carrots, no dressing","Seafood mixed dishes","Mixed salad greens  raw, Crustaceans  shrimp  mixed species  canned, Celery  raw, Egg  whole  cooked  hard-boiled, Cucumber  with peel  raw, Peppers  sweet  green  raw, Mushrooms  white  raw, Onions  raw"
"27450150","Fish, tofu, and vegetables, tempura","Seafood mixed dishes","Tofu  soft  prepared with calcium sulfate and magnesium chloride (nigari), Crustaceans  shrimp  mixed species  cooked  moist heat (may contain additives to retain moisture), Squash  summer  zucchini  includes skin  raw, Beans  snap  green  raw, Sweet potato  raw  unprepared (Includes foods for USDA's Food Distribution Program), Mushrooms  white  raw, Peppers  sweet  green  raw, Broccoli  raw, Cauliflower  raw, Onions  raw, Egg  yolk  raw  fresh, Beverages  water  tap  municipal, Vegetable oil  NFS"
"27450180","Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing","Seafood mixed dishes","Mixed salad greens  raw, Crustaceans  shrimp  mixed species  canned, Crustaceans  crab  blue  canned, Cucumber  with peel  raw, Celery  raw, Mushrooms  white  raw, Onions  raw, Peppers  sweet  green  raw"
"27450190","Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing","Seafood mixed dishes","Mixed salad greens  raw, Crustaceans  shrimp  mixed species  canned, Crustaceans  crab  blue  canned, Cucumber  with peel  raw, Tomatoes  red  ripe  raw  year round average, Carrots  raw, Celery  raw, Onions  raw"
"27450200","Seafood garden salad with seafood, lettuce, eggs, vegetables excluding tomato and carrots, no dressing","Seafood mixed dishes","Mixed salad greens  raw, Crustaceans  shrimp  mixed species  canned, Crustaceans  crab  blue  canned, Cucumber  with peel  raw, Peppers  sweet  green  raw, Egg  whole  cooked  hard-boiled, Celery  raw, Mushrooms  white  raw, Onions  raw"
"27450210","Seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing","Seafood mixed dishes","Mixed salad greens  raw, Crustaceans  shrimp  mixed species  canned, Crustaceans  crab  blue  canned, Carrots  raw, Tomatoes  red  ripe  raw  year round average, Cucumber  with peel  raw, Egg  whole  cooked  hard-boiled, Onions  raw, Celery  raw"
"27450400","Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce","Seafood mixed dishes","Crustaceans  shrimp  mixed species  cooked  moist heat (may contain additives to retain moisture), Carrots  frozen  cooked  boiled  drained  without salt, Broccoli  frozen  chopped  cooked  boiled  drained  without salt, Vegetable oil  NFS, Beverages  water  tap  drinking"
"27450405","Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce","Seafood mixed dishes","Crustaceans  shrimp  mixed species  cooked  moist heat (may contain additives to retain moisture), Vegetable oil  NFS, Corn  sweet  yellow  frozen  kernels cut off cob  boiled  drained  without salt, Beans  snap  green  frozen  cooked  boiled  drained without salt, Beverages  water  tap  drinking"
"27450410","Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce","Stir-fry and soy-based sauce mixtures","Crustaceans  shrimp  mixed species  cooked  moist heat (may contain additives to retain moisture), Vegetable oil  NFS, Garlic  raw, Ginger root  raw, Onions  cooked  boiled  drained  without salt, Onions  spring or scallions (includes tops and bulb)  raw, Soy sauce made from soy and wheat (shoyu), Soup  stock  fish  home-prepared, Carrots  cooked  boiled  drained  without salt, Broccoli  cooked  as ingredient"
"27450420","Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce","Stir-fry and soy-based sauce mixtures","Crustaceans  shrimp  mixed species  cooked  moist heat (may contain additives to retain moisture), Vegetable oil  NFS, Garlic  raw, Ginger root  raw, Onions  cooked  boiled  drained  without salt, Onions  spring or scallions (includes tops and bulb)  raw, Soy sauce made from soy and wheat (shoyu), Soup  stock  fish  home-prepared, Peppers  sweet  green  cooked  boiled  drained  without salt, Green beans  cooked  as ingredient, Mushrooms  white  cooked  boiled  drained  without salt"
